instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
"Un bărbat de 47 de ani vine la departamentul de urgenţe din cauza unei dureri crescânde, a sensibilității și umflăturii din apropierea unghiei de la degetul arătător al mâinii drepte de câteva zile. El descrie durerea ca fiind de 8 puncte pe o scară de la 10. Nu a avut febră sau frisoane, și nicio traumă la deget. Istoricul medical este nesemnificativ și pacientul nu ia niciun medicament. Starea sa generală este bună și nu este în suferinţă. Semnele vitale sunt temperatură 37.1°C (98.8°F), puls 72/min, respirații 14/min și tensiune arterială 120/80 mm Hg. Examinarea fizică a mâinii drepte dezvăluie umflarea, eritemul, căldura și sensibilitatea regiunii periunghiale a degetului arătător al mâinii drepte. Există o zonă ușor fluctuantă lângă marginea unghiei. Restul examinării fizice nu dezvăluie anomalii. Care este cea mai potrivită următoare etapă în management?",Incizia și drenajul,Terapie orală cu cefazolină,Terapie topică cu neomicină,Comprese cu apă călduță,A,B. Terapie orală cu cefazolină,professional_medicine/val/29
"Se efectuează un studiu de cercetare pentru a investiga efectele a patru tratamente psihologice diferite concepute pentru a reduce anxietatea la teste la studenții universitari. Se observă un efect semnificativ al tratamentului, împreună cu un efect de interacțiune de ordin doi semnificativ. Un membru al echipei de cercetare sugerează că efectul interactiv să nu fie raportat, deoarece este tangențial scopului principal al studiului. Această sugestie este",reprezentativă pentru o problemă metodologică și trebuie evaluată dintr-o perspectivă științifică,"clar neetică, deoarece intră în conflict cu responsabilitatea psihologului de a raporta complet rezultatele proiectelor de cercetare","posibil neetică, dar dificil de definit deoarece situația specifică nu este menționată în codurile etice publicate de Asociațiile de Psihologie Americane și Canadiene","un exemplu de judecată profesională slabă, dar în esență unrelated to etica profesională",B,"B. Clar nexicitiv, deoarece intră în conflicrt cu responsabilitatea psihologului de a raporta complet rezultatele proiectelor de cercetare.",professional_psychology/val/47
"Jonathan a obținut 80 de puncte la un examen de statistică, plasându-l în percentilele 90. Presupunem că cinci puncte sunt adăugate la punctajul fiecăruia. Noul punctaj al lui Jonathan va fi la",percențila 80.,percențila 85.,percențila 90.,percențila 95.,C,(iv),high_school_statistics/val/10
"În timpul unui uragan, o sirena de avertizare cu o frecvență de 1.200 Hz situată pe primăria orașului sună. Vântul suflă cu o viteză de 55 m/s dinspre sirenă către o persoană situată la o distanță de 1 km. Cu ce frecvență ajunge unda sonoră la această persoană? (Viteza sunetului în aer este de 330 m/s).",1.000 Hz,1.030 Hz,1.200 Hz,1.400 Hz,C,A,college_physics/val/9
"Toate afirmațiile de mai jos descriu caracteristicile unice ale apei, CU EXCEPȚIA",este un solvent polar,formează legături de hidrogen cu dizaharidele,poate să se disocieze în ioni de hidrogen și ioni de hidroxid,este un solvent hidrofob,D,C. poate să se disocieze în ioni de hidrogen și ioni de hidroxid,high_school_biology/val/24
"Unii economişti consideră că atunci când cererea agregată scade prețurile sunt inelastice sau ""adezive"" în direcția descendentă. Acest lucru implică faptul că curba ofertei agregate pe termen scurt este",cu o pantă ascendentă la nivelul ocupării forței de muncă.,orizontală sub nivelul ocupării forței de muncă complete.,verticală la nivelul ocupării forței de muncă.,verticală sub nivelul ocupării forței de muncă complete.,B,D,high_school_macroeconomics/val/3
"Un balon sferic umplut cu heliu plutește în aer. Dacă balonul este umflat până când raza sa este dublată, cum va fi afectată forța de plutire a balonului?",Aceasta se va reduce cu un factor de 4.,Aceasta se va mări cu un factor de 4.,Aceasta se va mări cu un factor de 8.,Aceasta nu va fi afectată.,C,A,high_school_physics/val/4
"Cel mai probabil, un pacient va experimenta durere din cauza infectării sinusurilor celulelor etmoidale",la baza craniului.,pe frunte.,în obraji.,între ochi.,D,D,anatomy/val/13
"Un pacient a suferit o intervenție chirurgicală de bypass la inimă la un spital. Membrii familiei pacientului au donat sânge pentru a fi folosit în timpul operației. Pacientul i-a spus medicului că va fi de acord cu operația doar dacă orice sânge care îi va fi dat în timpul operației provine din sângele donat de familia sa. Când medicul a efectuat intervenția, el a cerut sânge de la banca de sânge a spitalului pentru transfuzia pacientului în loc să folosească sângele donat de familia sa. Era practica obișnuită a medicilor din comunitate să folosească sângele din banca de sânge a spitalului în timpul operațiilor. Ulterior s-a constatat că sângele din spital dat pacientului era infectat cu HIV. Spitalul nu a verificat corespunzător prezența virusului HIV în sânge. Pacientul nu a contractat virusul HIV. Dacă pacientul depune o acțiune împotriva medicului pentru lovire, ea va","avea succes, deoarece consimțământul la operație se baza pe utilizarea sângelui familiei sale.","avea succes, deoarece spitalul nu a reușit să verifice corect sângele pentru a detecta contaminarea.","nu va avea succes, deoarece pacientul nu a contractat virusul HIV.","nu va avea succes, deoarece era practica obișnuită a medicilor din comunitate să folosească sângele din banca de sânge a spitalului în timpul operațiilor.",A,"C. Nu va avea succes, deoarece pacientul nu a contractat virusul HIV.",professional_law/val/44
" Selectați cea mai bună interpretare în limba engleză a propoziției date, folosind următoarea cheie de traducere: Ax: x este un apartament Hx: x este o casă Lx: x este mare Bxy: x este mai mare decât y (∀x){(Lx • Ax) ⊃ (∃y)[(Hy • ~Ly) • Bxy]}",Toate apartamentele mari sunt mai mari decât toate casele care nu sunt mari.,Unele case care nu sunt mari sunt mai mari decât toate apartamentele mari.,Orice apartament mai mare decât o casă care nu este mare este mare.,Fiecare apartament mare este mai mare decât unele case care nu sunt mari.,D,D,formal_logic/val/6
"Se consideră următorul model de serie de timp aplicat pe datele zilnice: 



unde rt reprezintă randamentele, iar D1, D2, D3 și D4 sunt variabile fictive. D1 = 1 în ziua de luni și zero în celelalte zile; D2 = 1 în ziua de marți și zero în celelalte zile, ..., D4 = 1 în ziua de joi și zero în celelalte zile. Care este interpretarea estimării parametrului pentru interceptare?",Este randamentul mediu în ziua de vineri.,Este randamentul mediu în ziua de luni.,Este abaterea în ziua de vineri față de randamentul mediu pentru săptămână.,Este abaterea în ziua de luni față de randamentul mediu pentru săptămână.,A,A,econometrics/val/8
"Ochelarii de soare polarizați sunt utilizați pentru a reduce reflexia razelor solare, cand acestea lovesc într-un unghi oblic suprafețe precum mașini, apă și alte suprafețe. Astfel de ochelari sunt o aplicație practică a cărui principiu fizic de mai jos?",Legea lui Brewster,Legea lui Lenz,Legea lui Coulomb,Legea lui Snell,A,(a),miscellaneous/val/25
"Atunci când un cumpărător și un vânzător au încheiat un contract valabil pentru vânzarea unei case, cumpărătorul i-a dat vânzătorului 1.000 de dolari ca avans. Contractul a menționat că avansul va fi aplicat prețului de vânzare la momentul vânzării, dar a fost tăcut cu privire la remediile în cazul oricărei neexecutări. Chiar înainte de închidere, cumpărătorul și-a pierdut locul de muncă. Cumpărătorul i-a spus vânzătorului că nu mai poate cumpăra casa și l-a rugat să returneze avansul. Vânzătorul i-a spus în mod precis cumpărătorului că pierderile reale ale vânzătorului au depășit suma avansului; că dacă vânzătorul ar fi dat în judecată cumpărătorul pentru daune, acesta ar fi primit cel puțin 5.000 de dolari; și că i-ar fi fost dificil pentru el să vândă casa pe piața actuală. Ar trebui cumpărătorul să primească înapoi avansul?","Nu, deoarece contractul a fost tăcut cu privire la remedii.","Nu, deoarece pierderile reale ale vânzătorului au depășit suma avansului.","Da, deoarece cumpărătorul nu mai este pregătit, dispus și capabil să cumpere casa.","Da, deoarece motivul pentru neexecutarea cumpărătorului nu a fost anticipat.",B,C.,professional_law/val/0
"Toate declarațiile următoare sunt corecte în ceea ce privește alelele, CU EXCEPȚIA",alelele sunt forme alternative ale aceluiași gene,alelele se găsesc pe loci corespondenți ai cromozomilor homologi,un gen poate avea mai mult de două alele,un individ cu două alele identice este considerat heterozigot în ceea ce privește acel gen,D,B,high_school_biology/val/9
Potrivit lui Epicurus:,fiecare plăcere este bună și fiecare plăcere trebuie aleasă.,"fiecare plăcere este bună, dar nu fiecare plăcere trebuie aleasă.","nu fiecare plăcere este bună, dar fiecare plăcere trebuie aleasă.",nu fiecare plăcere este bună și nu fiecare plăcere trebuie aleasă.,B,B,philosophy/val/15
"Un bărbat era furios pe un coleg care primise o promovare. Omul credea că colegul își atribuie meritele lui și îi vorbea în rău cu șeful lor. Într-o zi, în timp ce bărbatul își părăsea locul de parcare al companiei în mașina sa, a văzut colegul mergând prin parcare. Într-un moment de impuls, bărbatul a apăsat puternic pedala de accelerație și a virat spre coleg intenționând să-l sperie. Colegul a încercat să sară în afara drumului, dar a alunecat și a căzut, fiind lovit de mașină. Deși a suferit răni care i-au pus viața în pericol, colegul a supraviețuit. Într-o jurisdicție care urmează legea comună a omorului, ar putea fi bărbatul condamnat corect pentru tentativa de omor?","Nu, deoarece alunecarea și căderea colegului a rupt lanțul de cauzalitate imediată.","Nu, deoarece bărbatul nu avea intenția necesară.","Da, deoarece colegul a suferit răni care îi puneau viața în pericol.","Da, pentru că bărbatul a acționat cu dispreț față de viața umană.",B,"D. Da, prin urmare da este răspunsul corect.",professional_law/val/89
"Un comediant celebru avea un program săptămânal de satiră politică la televiziunea prin cablu. Un evanghelist național cunoscut, cu propriul său program TV, a dat în judecată comedianul și stația de cablu pentru defăimare. Comedianul a difuzat un sketch care îl înfățișa în mod incorect, dar satiric, pe evanghelist ca fiind un bețiv, un ignorat și un ipocrit. Evanghelistul a dat în judecată comedianul pentru defăimare. Bazat pe precedentul modern al Curții Supreme, este probabil ca evanghelistul să obțină daune împotriva comedianului?","Nu, adevărul este întotdeauna o apărare împotriva defăimării.","Nu, o astfel de exprimare este protejată de Primul Amendament atunci când o figură publică este supusă ridiculizării.","Da, tipul ridiculizării implică prea multă personalitate și poate fi prea daunător pentru a fi protejat.","Nu, protecția libertății de exprimare și de discurs se aplică doar oficialilor publici și nu figurilor publice.",B,B,professional_law/val/135
"Dacă venitul mediu pe gospodărie crește și observăm că cererea pentru cotlete de porc crește, acest lucru înseamnă că cotletele de porc sunt",un bun inferior.,un bun normal.,un bun în exces.,un bun public.,B,B,high_school_microeconomics/val/0
"Conform lui Locke, drepturile noastre naturale ne sunt conferite de",natura.,Dumnezeu.,psihologia umană.,societate.,B,A,moral_disputes/val/1
"""Psihologia este știința comportamentului și proceselor mentale,"" definiție comună a psihologiei. În definiția lor a psihologiei, comportamentaliștii ar fi probabil să elimine",Doar I,Doar II,Doar III,I și III doar,C,B,high_school_psychology/val/25
